iataCode,cityName,airportName,countryCode
LSL,Los Chiles,Los Chiles Airport,CR
LSM,Long Semado,Long Semado Airport,MY
LSN,Los Banos,Los Banos Municipal Airport,US
LSO,Les Sables-d'Olonne,Les Sables-d'Olonne - Talmont Airport,FR
LSP,Josefa Camejo,Josefa Camejo International Airport,VE
LSQ,Maria Dolores,Maria Dolores Airport,CL
LSS,Les Saintes,Les Saintes Airport,GP
LST,Launceston,Launceston Airport,AU
LSU,Long Sukang,Long Sukang Airport,MY
LSV,Nellis,Nellis Air Force Base,US
LSW,Malikus Saleh,Malikus Saleh Airport,ID
LSX,Lhok Sukon,Lhok Sukon Airport,ID
LSY,Lismore,Lismore Airport,AU
LSZ,Losinj,Losinj Airport,HR
LTA,Tzaneen,Tzaneen Airport (Letaba Airport),ZA
LTB,Latrobe,Latrobe Airport,AU
LTC,Lai,Lai Airport,TD
LTD,Ghadames,Ghadames Airport,LY
LTF,Leitre,Leitre Airport,PG
LTG,Langtang,Langtang Airport,NP
LTI,Altai,Altai Airport,MN
LTK,Bassel Al-Assad,Bassel Al-Assad International Airport,SY
LTL,Lastourville,Lastourville Airport,GA
LTM,Lethem,Lethem Airport,GY
LTN,London,Luton Airport,United Kingdom
LTO,Loreto,Loreto International Airport,MX
LTP,Lyndhurst,Lyndhurst Airport,AU
LTQ,Le Touquet,Le Touquet - Cote d'Opale Airport,FR
LTR,Letterkenny,Letterkenny Airfield,IE
LTS,Altus,Altus Air Force Base,US
LTT,La Mole,La Mole - Saint-Tropez Airport,FR
LTU,Latur,Latur Airport,IN
LTV,Lotus Vale Station,Lotus Vale Station Airport,AU
LTW,St. Mary's County,St. Mary's County Regional Airport (Captain Walter Francis Duke Regional Airport),US
LTX,Cotopaxi,Cotopaxi International Airport,EC
LUA,Tenzing-Hillary,Tenzing-Hillary Airport,NP
LUB,Lumid Pau,Lumid Pau Airport,GY
LUC,Laucala,Laucala Airport,FJ
LUD,Luderitz,Luderitz Airport,NA
LUE,Bolkovce,Bolkovce Airport,SK
LUF,Luke,Luke Air Force Base,US
LUG,Lugano,Lugano Airport,CH
LUH,Sahnewal,Sahnewal Airport (Ludhiana Airport),IN
LUI,La Union,La Union Airport,HN
LUK,Cincinnati,Cincinnati Municipal Airport (Lunken Field),US
LUL,Hesler-Noble,Hesler-Noble Field,US
LUM,Dehong Mangshi,Dehong Mangshi Airport,CN
LUN,Kenneth Kaunda,Kenneth Kaunda International Airport,ZM
LUO,Luena,Luena Airport,AO
LUP,Kalaupapa,Kalaupapa Airport,US
LUQ,Brigadier Mayor Cesar Raul Ojeda,Brigadier Mayor Cesar Raul Ojeda Airport,AR
LUR,Cape Lisburne LRRS,Cape Lisburne LRRS Airport,US
LUS,Lusanga,Lusanga Airport,CD
LUT,New Laura,New Laura Airport,AU
LUU,Laura,Laura Airport,AU
LUV,Karel Sadsuitubun,Karel Sadsuitubun Airport,ID
LUW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir Airport,ID
LUX,Luxembourg Findel,Luxembourg Findel Airport,LU
LUZ,Lublin,Lublin Airport,PL
LVA,Laval Entrammes,Laval Entrammes Airport,FR
LVB,Galpoes,Galpoes Airport,BR
LVD,Lime Village,Lime Village Airport,US
LVI,Harry Mwanga Nkumbula,Harry Mwanga Nkumbula International Airport,ZM
LVK,Livermore,Livermore Municipal Airport,US
LVL,Lawrenceville,Lawrenceville/Brunswick Municipal Airport,US
LVM,Mission,Mission Field,US
LVO,Laverton,Laverton Airport,AU
LVP,Lavan,Lavan Airport,IR
LVR,Bom Futuro,Bom Futuro Municipal Airport,BR
LVS,Las Vegas,Las Vegas Municipal Airport,US
LWA,Lebak,Lebak Airport,PH
LWB,Greenbrier Valley,Greenbrier Valley Airport,US
LWC,Lawrence,Lawrence Municipal Airport,US
LWE,Wonopito,Wonopito Airport,ID
LWH,Lawn Hill,Lawn Hill Airport,AU
LWI,Lowai,Lowai Airport,PG
LWK,Tingwall Airport (Lerwick,Tingwall Airport (Lerwick/Tingwall Airport),GB
LWL,Wells,Wells Municipal Airport (Harriet Field),US
LWM,Lawrence,Lawrence Municipal Airport,US
LWN,Shirak,Shirak Airport,AM
LWO,Lviv Danylo Halytskyi,Lviv Danylo Halytskyi International Airport,UA
LWR,Leeuwarden,Leeuwarden Air Base,NL
LWS,Lewiston-Nez Perce,Lewiston-Nez Perce County Airport,US
LWT,Lewistown,Lewistown Municipal Airport,US
LWV,Lawrenceville-Vincennes,Lawrenceville-Vincennes International Airport,US
LWY,Lawas,Lawas Airport,MY
LXA,Lhasa Gonggar,Lhasa Gonggar Airport,CN
LXN,Jim Kelly,Jim Kelly Field,US
LXR,Luxor,Luxor International Airport,EG
LXS,Lemnos,Lemnos International Airport,GR
LXU,Lukulu,Lukulu Airport,ZM
LXV,Lake,Lake County Airport,US
LYA,Luoyang Beijiao,Luoyang Beijiao Airport,CN
LYB,Edward Bodden,Edward Bodden Airfield,KY
LYC,Lycksele,Lycksele Airport,SE
LYE,Lyneham,RAF Lyneham,GB
LYG,Lianyungang Baitabu,Lianyungang Baitabu Airport,CN
LYH,Lynchburg,Lynchburg Regional Airport (Preston Glenn Field),US
LYI,Linyi Shubuling,Linyi Shubuling Airport,CN
LYK,Lunyuk,Lunyuk Airport,ID
LYN,Lyon-Bron,Lyon-Bron Airport,FR
LYO,Lyons-Rice County,Lyons-Rice County Municipal Airport,US
LYP,Faisalabad,Faisalabad International Airport,PK
LYR,Svalbard,Svalbard Airport,SJ
LYS,Lyon-Saint-Exupery,Lyon-Saint-Exupery Airport,FR
LYT,Lady Elliot Island,Lady Elliot Island Airport,AU
LYU,Ely,Ely Municipal Airport,US
LYX,Lydd,Lydd Airport (London Ashford Airport),GB
LZA,Luiza,Luiza Airport,CD
LZC,Lazaro Cardenas,Lazaro Cardenas Airport,MX
LZH,Liuzhou Bailian,Liuzhou Bailian Airport,CN
LZI,Luozi,Luozi Airport,CD
LZM,Cuango-Luzamba,Cuango-Luzamba Airport,AO
LZN,Matsu Nangan,Matsu Nangan Airport,TW
LZO,Luzhou Yunlong,Luzhou Yunlong Airport,CN
LZR,Lizard Island,Lizard Island Airport,AU
LZU,Gwinnett,Gwinnett County Airport (Briscoe Field),US
LZY,Nyingchi Mainling,Nyingchi Mainling Airport,CN
MAA,Chennai,Chennai International Airport,India
MAB,Joao Correa da Rocha,Joao Correa da Rocha Airport,BR
MAC,Macon Downtown,Macon Downtown Airport,US
MAD,Madrid,Adolfo Suárez Madrid-Barajas Airport,Spain
MAE,Madera,Madera Municipal Airport,US
MAF,Midland International Air and Space Port,Midland International Air and Space Port,US
MAG,Madang,Madang Airport,PG
MAH,Menorca,Menorca Airport (Mahon Airport),ES
MAI,Mangochi,Mangochi Airport,MW
MAJ,Marshall Islands,Marshall Islands International Airport (Amata Kabua Int'l),MH
MAK,Malakal,Malakal Airport,SS
MAL,Mangole,Mangole Airport,ID
MAM,General Servando Canales,General Servando Canales International Airport,MX
MAN,Manchester,Manchester Airport,United Kingdom
MAO,Eduardo Gomes,Eduardo Gomes International Airport,BR
MAP,Mamai,Mamai Airport,PG
MAQ,Mae Sot,Mae Sot Airport,TH
MAR,La Chinita,La Chinita International Airport,VE
MAS,Momote,Momote Airport,PG
MAT,Matadi Tshimpi,Matadi Tshimpi Airport,CD
MAU,Maupiti,Maupiti Airport,PF
MAV,Maloelap,Maloelap Airport,MH
MAW,Malden,Malden Regional Airport,US
MAX,Ouro Sogui,Ouro Sogui Airport,SN
MAY,Clarence A. Bain,Clarence A. Bain Airport,BS
MAZ,Eugenio Maria de Hostos,Eugenio Maria de Hostos Airport,US
MBA,Moi,Moi International Airport,KE
MBB,Marble Bar,Marble Bar Airport,AU
MBC,Mbigou,Mbigou Airport,GA
MBD,Mahikeng,Mahikeng Airport (Mmabatho Airport),ZA
MBE,Monbetsu,Monbetsu Airport,JP
MBF,Porepunkah,Porepunkah Airfield,AU
MBG,Mobridge,Mobridge Municipal Airport,US
MBH,Maryborough,Maryborough Airport,AU
MBI,Mbeya,Mbeya Airport,TZ
MBJ,Sangster,Sangster International Airport,JM
MBK,Orlando Villas-Boas,Orlando Villas-Boas Regional Airport,BR
MBL,Manistee County Blacker,Manistee County Blacker Airport,US
MBM,Mkambati,Mkambati Airport,ZA
MBN,Mount Barnett,Mount Barnett Airport,AU
MBO,Mamburao,Mamburao Airport,PH
MBP,Moyobamba,Moyobamba Airport,PE
MBQ,Mbarara,Mbarara Airport,UG
MBR,M'Bout,M'Bout Airport,MR
MBS,MBS,MBS International Airport,US
MBT,Moises R. Espinosa,Moises R. Espinosa Airport (Masbate Airport),PH
MBU,Mbambanakira,Mbambanakira Airport,SB
MBV,Masa,Masa Airport,PG
MBW,Moorabbin,Moorabbin Airport,AU
MBX,Maribor Edvard Rusjan,Maribor Edvard Rusjan Airport,SK
MBY,Omar N. Bradley,Omar N. Bradley Airport,US
MBZ,Maues,Maues Airport,BR
MCA,Macenta,Macenta Airport,GN
MCB,McComb-Pike,McComb-Pike County Airport (John E. Lewis Field),US
MCC,McClellan,McClellan Airfield,US
MCD,Mackinac Island,Mackinac Island Airport,US
MCE,Merced,Merced Regional Airport (MacReady Field),US
MCF,MacDill,MacDill Air Force Base,US
MCG,McGrath,McGrath Airport,US
MCH,General Manuel Serrano,General Manuel Serrano Airport,EC
MCI,Kansas City,Kansas City International Airport,US
MCJ,Jorge Isaacs,Jorge Isaacs Airport (La Mina Airport),CO
MCK,McCook Ben Nelson,McCook Ben Nelson Regional Airport,US
MCL,McKinley National Park,McKinley National Park Airport,US
MCN,Middle Georgia,Middle Georgia Regional Airport,US
MCO,Orlando,Orlando International Airport,US
MCP,Alberto Alcolumbre,Alberto Alcolumbre International Airport,BR
MCQ,Miskolc,Miskolc Airport,HU
MCS,Monte Caseros,Monte Caseros Airport,AR
MCT,Muscat,Muscat International Airport,Oman
MCU,Montlucon,Montlucon - Gueret Airport,FR
MCV,McArthur River Mine,McArthur River Mine Airport,AU
MCW,Mason City,Mason City Municipal Airport,US
MCX,Uytash,Uytash Airport,RU
MCY,Sunshine Coast,Sunshine Coast Airport,AU
MCZ,Zumbi dos Palmares,Zumbi dos Palmares International Airport,BR
MDB,Melinda,Melinda Airport,BZ
MDC,Sam Ratulangi,Sam Ratulangi International Airport,ID
MDD,Midland,Midland Airpark,US
MDE,Jose Maria Cordova,Jose Maria Cordova International Airport,CO
MDF,Taylor,Taylor County Airport,US
MDG,Mudanjiang Hailang,Mudanjiang Hailang Airport,CN
MDH,Southern Illinois,Southern Illinois Airport,US
MDI,Makurdi,Makurdi Airport,NG
MDJ,Madras,Madras Municipal Airport,US
MDK,Mbandaka,Mbandaka Airport,CD
MDL,Mandalay,Mandalay International Airport,MM
MDM,Munduku,Munduku Airport,PG
MDN,Madison,Madison Municipal Airport,IN
MDO,Middleton Island,Middleton Island Airport,US
MDP,Mindiptana,Mindiptana Airport,ID
MDQ,Astor Piazzolla,Astor Piazzolla International Airport,AR
MDS,Middle Caicos,Middle Caicos Airport,TC
MDT,Harrisburg,Harrisburg International Airport,US
MDU,Mendi,Mendi Airport,PG
MDV,Medouneu,Medouneu Airport,GA
MDW,Chicago,Midway International Airport,United States
MDX,Mercedes,Mercedes Airport,AR
MDY,Henderson,Henderson Field,US
MDZ,Gov. Francisco Gabrielli,Gov. Francisco Gabrielli International Airport (El Plumerillo),AR
MEA,Benedito Lacerda,Benedito Lacerda Airport,BR
MEB,Essendon,Essendon Airport,AU
MEC,Eloy Alfaro,Eloy Alfaro International Airport,EC
MED,Prince Mohammad bin Abdulaziz,Prince Mohammad bin Abdulaziz Airport,SA
MEE,Mare,Mare Airport,NC
MEF,Melfi,Melfi Airport,TD
MEG,Malanje,Malanje Airport,AO
MEH,Mehamn,Mehamn Airport,NO
MEI,Meridian,Meridian Regional Airport (Key Field),US
MEJ,Port Meadville,Port Meadville Airport,US
MEK,Bassatine,Bassatine Air Base,MA
MEL,Melbourne,Melbourne Airport (Tullamarine),Australia
MEM,Memphis,Memphis International Airport,US
MEN,Brenoux,Brenoux Airport,FR
MEO,Dare County,Dare County Regional Airport,US
MEP,Mersing,Mersing Airport,MY
MEQ,Cut Nyak Dhien,Cut Nyak Dhien Airport,ID
MER,Castle,Castle Airport,US
MES,Soewondo,Soewondo Air Force Base,ID
MET,Moreton,Moreton Airport,AU
MEU,Serra do Areao,Serra do Areao Airport,BR
MEV,Minden-Tahoe,Minden-Tahoe Airport,US
MEW,Mweka,Mweka Airport,CD
MEX,Mexico City,Benito Juárez International Airport,Mexico
MEY,Meghauli,Meghauli Airport,NP
MEZ,Messina,Messina Airport,ZA
MFA,Mafia,Mafia Airport,TZ
MFB,Monfort,Monfort Airport,CO
MFC,Mafeteng,Mafeteng Airport,LS
MFD,Mansfield Lahm,Mansfield Lahm Regional Airport,US
MFE,McAllen Miller,McAllen Miller International Airport,US
MFF,Moanda,Moanda Airport,GA
MFG,Muzaffarabad,Muzaffarabad Airport,PK
MFH,Mesquite,Mesquite Airport,US
MFI,Marshfield,Marshfield Municipal Airport,US
MFJ,Moala,Moala Airport,FJ
MFK,Matsu Beigan,Matsu Beigan Airport,TW
MFL,Mount Full Stop,Mount Full Stop Airport,AU
MFM,Macau,Macau International Airport,HK
MFN,Milford Sound,Milford Sound Airport,NZ
MFO,Manguna,Manguna Airport,PG
MFP,Manners Creek,Manners Creek Airport,AU
MFQ,Maradi,Maradi Airport,NE
MFR,Rogue Valley International-Medford,Rogue Valley International-Medford Airport,US
MFS,Miraflores,Miraflores Airport,CO
MFU,Mfuwe,Mfuwe Airport,ZM
MFV,Accomack,Accomack County Airport,US
MFW,Magaruque,Magaruque Airport,MZ
MFX,Meribel Altiport,Meribel Altiport,FR
MFZ,Meselia,Meselia Airport,PG
MGA,Augusto C. Sandino,Augusto C. Sandino International Airport,NI
MGB,Mount Gambier,Mount Gambier Airport,AU
MGC,Michigan City,Michigan City Municipal Airport,IN
MGD,Magdalena,Magdalena Airport,BO
MGE,Dobbins Air Reserve Base,Dobbins Air Reserve Base,US
MGF,Silvio Name Junior,Silvio Name Junior Regional Airport,BR
MGG,Margarima,Margarima Airport,PG
MGH,Margate,Margate Airport,ZA
MGI,Aransas National Wildlife Refuge,Aransas National Wildlife Refuge Airport,US
MGJ,Orange,Orange County Airport,US
MGK,Mong Ton,Mong Ton Airport,MM
MGL,Dusseldorf Monchengladbach,Dusseldorf Monchengladbach Airport,DE
MGM,Montgomery,Montgomery Regional Airport (Dannelly Field),US
MGN,Baracoa,Baracoa Regional Airport,CO
MGO,Manega,Manega Airport,GA
MGP,Manga,Manga Airport,PG
MGQ,Aden Adde,Aden Adde International Airport,SO
MGR,Moultrie,Moultrie Municipal Airport,US
MGS,Mangaia,Mangaia Airport,CK
MGT,Milingimbi,Milingimbi Airport,AU
MGU,Manaung,Manaung Airport,MM
MGV,Margaret River Station,Margaret River Station Airport,AU
MGW,Morgantown,Morgantown Municipal Airport (Walter L. Bill Hart Field),US
MGX,Moabi,Moabi Airport,GA
MGY,Dayton-Wright Brothers,Dayton-Wright Brothers Airport,US
MGZ,Myeik,Myeik Airport,MM
MHA,Mahdia,Mahdia Airport,GY
MHC,Mocopulli,Mocopulli Airport,CL
MHD,Mashhad,Mashhad International Airport (Shahid Hashemi Nejad Airport),IR
MHE,Mitchell,Mitchell Municipal Airport,US
MHF,Morichal,Morichal Airport,CO
MHG,Mannheim City,Mannheim City Airport,DE
MHH,Marsh Harbour,Marsh Harbour Airport,BS
MHI,Moucha,Moucha Airport,DJ
MHK,Manhattan,Manhattan Regional Airport,US
MHL,Marshall Memorial,Marshall Memorial Municipal Airport,US
MHN,Hooker,Hooker County Airport,US
MHO,Mount House,Mount House Airport,AU
MHP,Minsk-1,Minsk-1 Airport,BY
MHQ,Mariehamn,Mariehamn Airport,FI
MHR,Sacramento Mather,Sacramento Mather Airport,US
MHS,Dunsmuir Municipal-Mott,Dunsmuir Municipal-Mott Airport,US
MHT,Manchester-Boston,Manchester-Boston Regional Airport,US
MHU,Mount Hotham,Mount Hotham Airport,AU
MHV,Mojave Air and Space Port,Mojave Air and Space Port,US
MHW,Monteagudo,Monteagudo Airport,BO
MHX,Manihiki Island,Manihiki Island Airport,CK
MHY,Morehead,Morehead Airport,PG
MHZ,Mildenhall,RAF Mildenhall,GB
MIA,Miami,Miami International Airport,United States
MIB,Minot,Minot Air Force Base,US
MIC,Crystal,Crystal Airport,US
MID,Manuel Crescencio Rejon,Manuel Crescencio Rejon International Airport,MX
MIE,Delaware County,Delaware County Regional Airport,IN
MIF,Roy Hurd Memorial,Roy Hurd Memorial Airport,US
MIG,Mianyang Nanjiao,Mianyang Nanjiao Airport,CN
MIH,Mitchell Plateau,Mitchell Plateau Airport,AU
MII,Frank Miloye Milenkowichi-Marilia State,Frank Miloye Milenkowichi-Marilia State Airport,BR
MIJ,Mili,Mili Airport,MH
MIK,Mikkeli,Mikkeli Airport,FI
MIM,Merimbula,Merimbula Airport,AU
MIN,Minnipa,Minnipa Airport,AU
MIO,Miami,Miami Municipal Airport,US
MIP,Mitzpe Ramon,Mitzpe Ramon Airport,IL
MIQ,Millard,Millard Airport,US
MIR,Monastir Habib Bourguiba,Monastir Habib Bourguiba International Airport,TN
MIS,Misima Island,Misima Island Airport,PG
MIT,Shafter,Shafter Airport (Minter Field),US
MIU,Maiduguri,Maiduguri International Airport,NG
MIV,Millville,Millville Municipal Airport,US
MIW,Marshalltown,Marshalltown Municipal Airport,US
MIX,Miriti-Parana,Miriti-Parana Airport,CO
MIY,Mittiebah,Mittiebah Airport,AU
MIZ,Mainoru,Mainoru Airport,AU
MJA,Manja,Manja Airport,MG
MJB,Mejit,Mejit Airport,MH
MJC,Man,Man Airport,CI
MJD,Moenjodaro,Moenjodaro Airport,PK
MJE,Majkin,Majkin Airport,MH
MJF,Mosjoen,Mosjoen Airport,NO
MJI,Mitiga,Mitiga International Airport,LY
MJJ,Moki,Moki Airport,PG
MJK,Shark Bay,Shark Bay Airport,AU
MJL,Mouila,Mouila Airport,GA
MJM,Mbuji Mayi,Mbuji Mayi Airport,CD
MJN,Amborovy,Amborovy Airport (Philibert Tsiranana Airport),MG
MJO,Mount Etjo,Mount Etjo Airport,NA
MJP,Manjimup,Manjimup Airport,AU
MJQ,Jackson,Jackson Municipal Airport,US
MJR,Miramar,Miramar Airport,AR
MJS,Maganja da Costa,Maganja da Costa Airport,MZ
MJT,Mytilene,Mytilene International Airport,GR
MJU,Tampa Padang,Tampa Padang Airport,ID
MJV,Murcia-San Javier,Murcia-San Javier Airport,ES
MJW,Mahenye,Mahenye Airport,ZW
MJX,Robert J. Miller,Robert J. Miller Air Park (Ocean County Airport),US
MJZ,Mirny,Mirny Airport,RU
MKA,Marianske Lazne,Marianske Lazne Airport,CZ
MKB,Mekambo,Mekambo Airport,GA
MKC,Charles B. Wheeler Downtown,Charles B. Wheeler Downtown Airport,US
MKE,General Mitchell,General Mitchell International Airport,US
MKG,Muskegon,Muskegon County Airport,US
MKH,Mokhotlong,Mokhotlong Airport,LS
MKI,M'Boki,M'Boki Airport,CF
MKJ,Makoua,Makoua Airport,CG
MKK,Molokai,Molokai Airport,US
MKL,McKellar-Sipes,McKellar-Sipes Regional Airport,US
MKM,Mukah,Mukah Airport,MY
MKN,Malekolon,Malekolon Airport,PG
MKO,Davis,Davis Field,US
MKP,Makemo,Makemo Airport,PF
MKQ,Mopah,Mopah Airport,ID
MKR,Meekatharra,Meekatharra Airport,AU
MKS,Mekane Selam,Mekane Selam Airport,ET
MKT,Mankato,Mankato Regional Airport,US
MKU,Makokou,Makokou Airport,GA
MKV,Mount Cavenagh,Mount Cavenagh Airport,AU
MKW,Rendani,Rendani Airport,ID
MKY,Mackay,Mackay Airport,AU
MKZ,Malacca,Malacca International Airport,MY
MLA,Malta,Malta International Airport (Luqa Airport),MT
MLB,Orlando Melbourne,Orlando Melbourne International Airport,US
MLC,McAlester,McAlester Regional Airport,US
MLD,Malad City,Malad City Airport,US
MLE,Ibrahim Nasir,Ibrahim Nasir International Airport,MV
MLF,Milford,Milford Municipal Airport (Ben and Judy Briscoe Field),US
MLG,Abdul Rachman Saleh,Abdul Rachman Saleh Airport,ID
MLH,EuroAirport Basel Mulhouse Freiburg,EuroAirport Basel Mulhouse Freiburg,FR
MLI,Quad City,Quad City International Airport,US
MLJ,Baldwin,Baldwin County Airport,US
MLK,Malta,Malta Airport,US
MLL,Marshall Don Hunter Sr.,Marshall Don Hunter Sr. Airport,US
MLM,General Francisco J. Mujica,General Francisco J. Mujica International Airport,MX
MLN,Melilla,Melilla Airport,ES
MLO,Milos Island National,Milos Island National Airport,GR
MLP,Malabang,Malabang Airport,PH
MLQ,Malalaua,Malalaua Airport,PG
MLR,Millicent,Millicent Airport,AU
MLS,Miles City,Miles City Airport (Frank Wiley Field),US
MLT,Millinocket,Millinocket Municipal Airport,US
MLU,Monroe,Monroe Regional Airport,US
MLV,Merluna,Merluna Airport,AU
MLW,Spriggs Payne,Spriggs Payne Airport,LR
MLX,Malatya Erhac,Malatya Erhac Airport,TR
MLY,Manley Hot Springs,Manley Hot Springs Airport,US
MLZ,Cerro Largo,Cerro Largo International Airport,UY
MMB,Memanbetsu,Memanbetsu Airport,JP
MMC,Ciudad Mante National,Ciudad Mante National Airport,MX
MMD,Minami-Daito,Minami-Daito Airport,JP
MME,Durham Tees Valley,Durham Tees Valley Airport,GB
MMF,Mamfe,Mamfe Airport,CM
MMG,Mount Magnet,Mount Magnet Airport,AU
MMH,Mammoth Yosemite,Mammoth Yosemite Airport,US
MMI,McMinn,McMinn County Airport,US
MMJ,Matsumoto,Matsumoto Airport,JP
MMK,Murmansk,Murmansk Airport,RU
MML,Southwest Minnesota Regional Airport (Marshall,Southwest Minnesota Regional Airport (Marshall/Ryan Field),US
MMM,Middlemount,Middlemount Airport,AU
MMN,Minute Man Air,Minute Man Air Field,US
MMO,Maio,Maio Airport,CV
MMP,San Bernardo,San Bernardo Airport,CO
MMQ,Mbala,Mbala Airport,ZM
MMS,Selfs,Selfs Airport,US
MMT,McEntire Joint National Guard Base,McEntire Joint National Guard Base,US
MMU,Morristown,Morristown Municipal Airport,US
MMV,Mal Island,Mal Island Airport,PG
MMW,Moma,Moma Airport,MZ
MMX,Malmo,Malmo Airport,SE
MMY,Miyako,Miyako Airport,JP
MMZ,Maymana,Maymana Airport,AF
MNA,Melangguane,Melangguane Airport,ID
MNB,Muanda,Muanda Airport (Moanda Airport),CD
MNC,Nacala,Nacala Airport,MZ
MND,Medina,Medina Airport,CO
MNE,Mungeranie,Mungeranie Airport,AU
MNF,Mana Island,Mana Island Airport,FJ
MNG,Maningrida,Maningrida Airport,AU
MNH,Al-Musannah,Al-Musannah Airport,OM
MNI,John A. Osborne,John A. Osborne Airport,MS
MNJ,Mananjary,Mananjary Airport,MG
MNK,Maiana,Maiana Airport,KI
MNL,Manila,Ninoy Aquino International Airport,Philippines
MNM,Menominee-Marinette Twin,Menominee-Marinette Twin County Airport,US
MNN,Marion,Marion Municipal Airport,US
MNO,Manono,Manono Airport,CD
MNP,Maron Island,Maron Island Airport,PG
MNQ,Monto,Monto Airport,AU
MNR,Mongu,Mongu Airport,ZM
MNS,Mansa,Mansa Airport,ZM
MNT,Minto Al Wright,Minto Al Wright Airport,US
MNU,Mawlamyaing,Mawlamyaing Airport,MM
MNV,Mount Valley,Mount Valley Airport,AU
MNW,MacDonald Downs,MacDonald Downs Airport,AU
MNX,Manicore,Manicore Airport,BR
MNY,Mono,Mono Airport,SB
MNZ,Manassas,Manassas Regional Airport,US
MOA,Orestes Acosta,Orestes Acosta Airport,CU
MOB,Mobile,Mobile Regional Airport,US
MOC,Montes Claros,Montes Claros/Mario Ribeiro Airport,BR
MOD,Modesto City-County,Modesto City-County Airport (Harry Sham Field),US
MOE,Momeik,Momeik Airport,MM
MOF,Frans Seda,Frans Seda Airport (Wai Oti Airport),ID
MOG,Monghsat,Monghsat Airport,MM
MOH,Maleo,Maleo Airport,ID
MOI,Mitiaro,Mitiaro Airport (Nukuroa Airport),CK
MOJ,Moengo,Moengo Airstrip,SR
MOL,Molde,Molde Airport,NO
MOM,Letfotar,Letfotar Airport,MR
MON,Mount Cook,Mount Cook Aerodrome,NZ
MOO,Moomba,Moomba Airport,AU
MOP,Mount Pleasant,Mount Pleasant Municipal Airport,US
MOQ,Morondava,Morondava Airport,MG
MOR,Morristown,Morristown Regional Airport (Moore-Murrell Airport),US
MOS,Moses Point,Moses Point Airport,US
MOT,Minot,Minot International Airport,US
MOU,Mountain Village,Mountain Village Airport,US
MOV,Moranbah,Moranbah Airport,AU
MOX,Morris,Morris Municipal Airport,US
MOY,Monterrey,Monterrey Airport,CO
MOZ,Moorea,Moorea Airport (Temae Airport),PF
MPA,Katima Mulilo,Katima Mulilo Airport (Mpacha Airport),NA
MPB,Miami,Miami Seaplane Base,US
MPC,Muko-Muko,Muko-Muko Airport,ID
MPD,Sindhri,Sindhri Airport,PK
MPF,Mapoda,Mapoda Airport,PG
MPG,Makini,Makini Airport,PG
MPH,Godofredo P. Ramos,Godofredo P. Ramos Airport (Caticlan Airport),PH
MPI,Mamitupo,Mamitupo Airport,PA
MPJ,Petit Jean Park,Petit Jean Park Airport,US
MPL,Montpellier-Mediterranee,Montpellier-Mediterranee Airport (Frejorgues Airport),FR
MPM,Maputo,Maputo International Airport,MZ
MPN,Mount Pleasant,RAF Mount Pleasant,FK
MPO,Pocono Mountains,Pocono Mountains Municipal Airport,US
MPP,Mulatupo,Mulatupo Airport,PA
MPQ,Ma'an,Ma'an Airport,JO
MPR,McPherson,McPherson Airport,US
MPS,Mount Pleasant,Mount Pleasant Regional Airport,US
MPT,Maliana,Maliana Airport,TL
MPU,Mabua,Mabua Airstrip,PG
MPV,Edward F. Knapp State,Edward F. Knapp State Airport,US
MPW,Mariupol,Mariupol International Airport,UA
MPX,Miyanmin,Miyanmin Airport,PG
MPY,Maripasoula,Maripasoula Airport,GF
MPZ,Mount Pleasant,Mount Pleasant Municipal Airport,US
MQA,Mandora Station,Mandora Station Airport,AU
MQB,Macomb,Macomb Municipal Airport,US
MQC,Miquelon,Miquelon Airport,PM
MQD,Maquinchao,Maquinchao Airport,AR
MQE,Marqua,Marqua Airport,AU
MQF,Magnitogorsk,Magnitogorsk International Airport,RU
MQG,Midgard,Midgard Airport,NA
MQH,Minacu,Minacu Airport,BR
MQJ,Moma,Moma Airport,RU
MQK,San Matias,San Matias Airport,BO
MQL,Mildura,Mildura Airport,AU
MQM,Mardin,Mardin Airport,TR
MQN,Mo i Rana,Mo i Rana Airport,NO
MQO,Malam,Malam Airport,PG
MQP,Kruger Mpumalanga,Kruger Mpumalanga International Airport,ZA
MQQ,Moundou,Moundou Airport,TD
MQR,Mosquera,Mosquera Airport,CO
MQS,Mustique,Mustique Airport,VC
MQT,Sawyer,Sawyer International Airport,US
MQU,Mariquita,Mariquita Airport,CO
MQV,Mostaganem,Mostaganem Airport,DZ
MQW,Telfair-Wheeler,Telfair-Wheeler Airport,US
MQX,Alula Aba Nega,Alula Aba Nega Airport,ET
MQY,Smyrna,Smyrna Airport,US
MQZ,Margaret River,Margaret River Airport,AU
MRA,Misrata,Misrata Airport,LY
MRB,Eastern WV,Eastern WV Regional Airport (Shepherd Field),US
MRC,Maury,Maury County Airport,US
MRD,Alberto Carnevalli,Alberto Carnevalli Airport,VE
MRE,Mara Serena,Mara Serena Airport,KE
MRF,Marfa,Marfa Municipal Airport,US
MRG,Mareeba,Mareeba Airfield,AU
MRH,May River,May River Airport,PG
MRI,Merrill,Merrill Field,US
MRJ,Marcala,Marcala Airport,HN
MRK,Marco Island,Marco Island Airport,US
MRL,Miners Lake,Miners Lake Airport,AU
MRM,Manari,Manari Airport,PG
